year,age,people,sex
2012,66,102762,Male
2012,66,166960,Female
2012,67,115528,Male
2012,67,193284,Female
2012,68,101286,Male
2012,68,173014,Female
2012,69,127251,Male
2012,69,223259,Female
2012,70,164535,Male
2012,70,290769,Female
2012,71,163483,Male
2012,71,295455,Female
2012,72,166737,Male
2012,72,317885,Female
2012,73,167711,Male
2012,73,326236,Female
2012,74,167861,Male
2012,74,325966,Female
2012,75,130738,Male
2012,75,255213,Female
2012,76,103312,Male
2012,76,204152,Female
2012,77,72882,Male
2012,77,147673,Female
2012,78,57494,Male
2012,78,123047,Female
2012,79,66933,Male
2012,79,153951,Female
2013,0,266820,Male
2013,0,250481,Female
2013,1,256967,Male
2013,1,241404,Female
2013,2,254237,Male
2013,2,239007,Female
2013,3,262034,Male
2013,3,245566,Female
2013,4,260473,Male
2013,4,244798,Female
2013,5,239901,Male
2013,5,227055,Female
2013,6,233152,Male
2013,6,221913,Female
2013,7,216603,Male
2013,7,204225,Female
2013,8,216915,Male
2013,8,205192,Female
2013,9,206934,Male
2013,9,196268,Female
2013,10,198396,Male
2013,10,186444,Female
2013,11,190341,Male
2013,11,179524,Female
2013,12,195851,Male
2013,12,185083,Female
2013,13,197747,Male
2013,13,187721,Female
2013,14,209108,Male
2013,14,200438,Female
2013,15,218770,Male
2013,15,208355,Female
2013,16,236427,Male
2013,16,225219,Female
2013,17,246690,Male
2013,17,234332,Female
2013,18,258319,Male
2013,18,244076,Female
2013,19,273728,Male
2013,19,259220,Female
2013,20,294729,Male
2013,20,279194,Female
2013,21,315818,Male
2013,21,299083,Female
2013,22,331707,Male
2013,22,314764,Female
2013,23,346660,Male
2013,23,330232,Female
2013,24,368187,Male
2013,24,351783,Female
2013,25,379888,Male
2013,25,363524,Female
2013,26,401430,Male
2013,26,386262,Female
2013,27,388434,Male
2013,27,375765,Female
2013,28,396799,Male
2013,28,383941,Female
2013,29,403121,Male
2013,29,389828,Female
2013,30,368335,Male
2013,30,354370,Female
2013,31,352408,Male
2013,31,346882,Female
2013,32,358804,Male
2013,32,354497,Female
2013,33,337551,Male
2013,33,335543,Female
2013,34,332918,Male
2013,34,335290,Female
2013,35,320239,Male
2013,35,326133,Female
2013,36,336490,Male
2013,36,343172,Female
2013,37,326979,Male
2013,37,338471,Female
2013,38,317427,Male
2013,38,330461,Female
2013,39,308373,Male
2013,39,322356,Female
2013,40,316163,Male
2013,40,334019,Female
2013,41,313265,Male
2013,41,330200,Female
2013,42,309358,Male
2013,42,327734,Female
2013,43,282691,Male
2013,43,304269,Female
2013,44,286112,Male
2013,44,309733,Female
2013,45,279935,Male
2013,45,307459,Female
2013,46,286933,Male
2013,46,318761,Female
2013,47,282031,Male
2013,47,317800,Female
2013,48,292455,Male
2013,48,333441,Female
2013,49,309205,Male
2013,49,357747,Female
2013,50,314830,Male
2013,50,368347,Female
2013,51,324488,Male
2013,51,381487,Female
2013,52,333299,Male
2013,52,396061,Female
2013,53,313693,Male
2013,53,381217,Female
2013,54,308008,Male
2013,54,378939,Female
2013,55,291432,Male
2013,55,365271,Female
2013,56,286074,Male
2013,56,365189,Female
2013,57,263232,Male
2013,57,342681,Female
2013,58,266584,Male
2013,58,353371,Female
2013,59,239708,Male
2013,59,323827,Female
2013,60,246942,Male
2013,60,338670,Female
2013,61,242998,Male
2013,61,335628,Female
2013,62,235748,Male
2013,62,332377,Female
2013,63,237454,Male
2013,63,345616,Female
2013,64,194243,Male
2013,64,287067,Female
2013,65,167930,Male
2013,65,256176,Female
2013,66,156344,Male
2013,66,248269,Female
2013,67,98619,Male
2013,67,164270,Female
2013,68,110139,Male
2013,68,189500,Female
2013,69,96350,Male
2013,69,169271,Female
2013,70,120662,Male
2013,70,217977,Female
2013,71,155644,Male
2013,71,283565,Female
2013,72,154157,Male
2013,72,287070,Female
2013,73,156121,Male
2013,73,307428,Female
2013,74,156133,Male
2013,74,314494,Female
2013,75,155497,Male
2013,75,312567,Female
2013,76,120691,Male
2013,76,243573,Female
2013,77,94595,Male
2013,77,193575,Female
2013,78,66382,Male
2013,78,139130,Female
2013,79,52039,Male
2013,79,114835,Female
2014,0,257889,Male
2014,0,242595,Female
2014,1,266548,Male
2014,1,250262,Female
2014,2,256882,Male
2014,2,241358,Female
2014,3,254179,Male
2014,3,239007,Female
2014,4,262046,Male
2014,4,245549,Female
2014,5,260462,Male
2014,5,244798,Female
2014,6,239891,Male
2014,6,227076,Female
2014,7,233152,Male
2014,7,221908,Female
2014,8,216593,Male
2014,8,204219,Female
2014,9,216904,Male
2014,9,205203,Female
2014,10,206907,Male
2014,10,196256,Female
2014,11,198396,Male
2014,11,186433,Female
2014,12,190331,Male
2014,12,179533,Female
2014,13,195817,Male
2014,13,185068,Female
2014,14,197721,Male
2014,14,187706,Female
2014,15,209022,Male
2014,15,200377,Female
2014,16,218749,Male
2014,16,208363,Female
2014,17,237163,Male
2014,17,225503,Female
2014,18,248512,Male
2014,18,234992,Female
2014,19,260300,Male
2014,19,244829,Female
2014,20,275158,Male
2014,20,259828,Female
2014,21,295535,Male
2014,21,279555,Female
2014,22,316052,Male
2014,22,299294,Female
2014,23,331823,Male
2014,23,314809,Female
2014,24,346383,Male
2014,24,330201,Female
2014,25,367417,Male
2014,25,351690,Female
2014,26,379178,Male
2014,26,363496,Female
2014,27,400805,Male
2014,27,386173,Female
2014,28,387768,Male
2014,28,375639,Female
2014,29,396090,Male
2014,29,383828,Female
2014,30,402193,Male
2014,30,389522,Female
2014,31,367334,Male
2014,31,354149,Female
2014,32,351448,Male
2014,32,346607,Female
2014,33,357498,Male
2014,33,354131,Female
2014,34,336227,Male
2014,34,335077,Female
2014,35,331379,Male
2014,35,334836,Female
2014,36,318698,Male
2014,36,325671,Female
2014,37,334800,Male
2014,37,342586,Female
2014,38,325320,Male
2014,38,337837,Female
2014,39,315641,Male
2014,39,329838,Female
2014,40,306580,Male
2014,40,321720,Female
2014,41,314187,Male
2014,41,333319,Female
2014,42,311296,Male
2014,42,329483,Female
2014,43,307257,Male
2014,43,326882,Female
2014,44,280695,Male
2014,44,303490,Female
2014,45,283837,Male
2014,45,308843,Female
2014,46,277439,Male
2014,46,306551,Female
2014,47,284282,Male
2014,47,317791,Female
2014,48,279313,Male
2014,48,316724,Female
2014,49,289351,Male
2014,49,332293,Female
2014,50,305482,Male
2014,50,356388,Female
2014,51,310828,Male
2014,51,366938,Female
2014,52,320129,Male
2014,52,379838,Female
2014,53,328553,Male
2014,53,394277,Female
2014,54,308694,Male
2014,54,379285,Female
2014,55,302632,Male
2014,55,376887,Female
2014,56,285917,Male
2014,56,363106,Female
2014,57,280605,Male
2014,57,362732,Female
2014,58,257708,Male
2014,58,340178,Female
2014,59,260524,Male
2014,59,350555,Female
2014,60,233650,Male
2014,60,320914,Female
2014,61,239926,Male
2014,61,335402,Female
2014,62,235560,Male
2014,62,331975,Female
2014,63,228245,Male
2014,63,328518,Female
2014,64,229076,Male
2014,64,341195,Female
2014,65,187222,Male
2014,65,282891,Female
2014,66,161457,Male
2014,66,252173,Female
2014,67,149948,Male
2014,67,244150,Female
2014,68,94415,Male
2014,68,161332,Female
2014,69,104710,Male
2014,69,185444,Female
2014,70,91375,Male
2014,70,165214,Female
2014,71,113936,Male
2014,71,212300,Female
2014,72,146984,Male
2014,72,275697,Female
2014,73,145047,Male
2014,73,278018,Female
2014,74,145579,Male
2014,74,296706,Female
2014,75,144735,Male
2014,75,301924,Female
2014,76,143457,Male
2014,76,298210,Female
2014,77,110720,Male
2014,77,231267,Female
2014,78,86018,Male
2014,78,182262,Female
2014,79,60132,Male
2014,79,130269,Female
2015,0,238366,Male
2015,0,224682,Female
2015,1,242999,Male
2015,1,228668,Female
2015,2,251352,Male
2015,2,236137,Female
2015,3,242605,Male
2015,3,228069,Female
2015,4,239837,Male
2015,4,225929,Female
2015,5,247710,Male
2015,5,232129,Female
2015,6,246323,Male
2015,6,231388,Female
2015,7,226701,Male
2015,7,214581,Female
2015,8,221015,Male
2015,8,210073,Female
2015,9,205474,Male
2015,9,193518,Female
2015,10,205524,Male
2015,10,194633,Female
2015,11,196157,Male
2015,11,186007,Female
2015,12,188441,Male
2015,12,177059,Female
2015,13,180987,Male
2015,13,170667,Female
2015,14,186143,Male
2015,14,175997,Female
2015,15,188196,Male
2015,15,178592,Female
2015,16,199463,Male
2015,16,191164,Female
2015,17,209068,Male
2015,17,199050,Female
2015,18,227882,Male
2015,18,215982,Female
2015,19,238964,Male
2015,19,225235,Female
2015,20,249362,Male
2015,20,234105,Female
2015,21,262876,Male
2015,21,248278,Female
2015,22,281665,Male
2015,22,266478,Female
2015,23,300231,Male
2015,23,284466,Female
2015,24,314504,Male
2015,24,298698,Female
2015,25,327580,Male
2015,25,312777,Female
2015,26,346992,Male
2015,26,332720,Female
2015,27,357886,Male
2015,27,343352,Female
2015,28,378677,Male
2015,28,365578,Female
2015,29,366153,Male
2015,29,355449,Female
2015,30,374537,Male
2015,30,363599,Female
2015,31,378603,Male
2015,31,368818,Female
2015,32,344736,Male
2015,32,335172,Female
2015,33,330345,Male
2015,33,328029,Female
2015,34,337366,Male
2015,34,335358,Female
2015,35,317412,Male
2015,35,317232,Female
2015,36,312900,Male
2015,36,317055,Female
2015,37,300708,Male
2015,37,308054,Female
2015,38,316340,Male
2015,38,324670,Female
2015,39,307408,Male
2015,39,320373,Female
2015,40,298099,Male
2015,40,312670,Female
2015,41,289983,Male
2015,41,305121,Female
2015,42,297047,Male
2015,42,315906,Female
2015,43,294493,Male
2015,43,312569,Female
2015,44,290932,Male
2015,44,310086,Female
2015,45,264845,Male
2015,45,287265,Female
2015,46,267703,Male
2015,46,292313,Female
2015,47,261554,Male
2015,47,290109,Female
2015,48,267525,Male
2015,48,299869,Female
2015,49,261977,Male
2015,49,298712,Female
2015,50,271209,Male
2015,50,313464,Female
2015,51,286262,Male
2015,51,336222,Female
2015,52,290106,Male
2015,52,345283,Female
2015,53,299243,Male
2015,53,357839,Female
2015,54,307062,Male
2015,54,371535,Female
2015,55,287949,Male
2015,55,356664,Female
2015,56,281892,Male
2015,56,354673,Female
2015,57,265436,Male
2015,57,340788,Female
2015,58,259745,Male
2015,58,339892,Female
2015,59,237953,Male
2015,59,317927,Female
2015,60,240081,Male
2015,60,327319,Female
2015,61,214295,Male
2015,61,299309,Female
2015,62,219481,Male
2015,62,312970,Female
2015,63,215888,Male
2015,63,309863,Female
2015,64,209135,Male
2015,64,306309,Female
2015,65,209290,Male
2015,65,317617,Female
2015,66,170980,Male
2015,66,263530,Female
2015,67,146247,Male
2015,67,233511,Female
2015,68,135885,Male
2015,68,226442,Female
2015,69,85535,Male
2015,69,149626,Female
2015,70,94676,Male
2015,70,172654,Female
2015,71,82262,Male
2015,71,153710,Female
2015,72,101567,Male
2015,72,195742,Female
2015,73,130891,Male
2015,73,253546,Female
2015,74,128685,Male
2015,74,254217,Female
2015,75,127910,Male
2015,75,269803,Female
2015,76,126603,Male
2015,76,273656,Female
2015,77,124495,Male
2015,77,268390,Female
2015,78,96104,Male
2015,78,207491,Female
2015,79,73793,Male
2015,79,162301,Female
2016,0,211339,Male
2016,0,197833,Female
2016,1,238053,Male
2016,1,224436,Female
2016,2,242884,Male
2016,2,228566,Female
2016,3,251286,Male
2016,3,236070,Female
2016,4,242525,Male
2016,4,228012,Female
2016,5,239790,Male
2016,5,225895,Female
2016,6,247658,Male
2016,6,232081,Female
2016,7,246292,Male
2016,7,231359,Female
2016,8,226677,Male
2016,8,214535,Female
2016,9,220970,Male
2016,9,210041,Female
2016,10,205415,Male
2016,10,193481,Female
2016,11,205494,Male
2016,11,194605,Female
2016,12,196088,Male
2016,12,185961,Female
2016,13,188378,Male
2016,13,177020,Female
2016,14,180933,Male
2016,14,170616,Female
2016,15,186068,Male
2016,15,175950,Female
2016,16,188132,Male
2016,16,178596,Female
2016,17,199667,Male
2016,17,191300,Female
2016,18,209887,Male
2016,18,199416,Female
2016,19,228717,Male
2016,19,216345,Female
2016,20,239365,Male
2016,20,225479,Female
2016,21,249004,Male
2016,21,234132,Female
2016,22,262351,Male
2016,22,248210,Female
2016,23,281119,Male
2016,23,266380,Female
2016,24,299627,Male
2016,24,284254,Female
2016,25,313751,Male
2016,25,298618,Female
2016,26,326933,Male
2016,26,312701,Female
2016,27,346300,Male
2016,27,332604,Female
2016,28,357229,Male
2016,28,343228,Female
2016,29,377924,Male
2016,29,365398,Female
2016,30,365389,Male
2016,30,355317,Female
2016,31,373599,Male
2016,31,363325,Female
2016,32,377596,Male
2016,32,368473,Female
2016,33,343652,Male
2016,33,334841,Female
2016,34,329211,Male
2016,34,327713,Female
2016,35,336112,Male
2016,35,334930,Female
2016,36,316073,Male
2016,36,316770,Female
2016,37,311492,Male
2016,37,316567,Female
2016,38,299213,Male
2016,38,307561,Female
2016,39,314648,Male
2016,39,324098,Female
2016,40,305622,Male
2016,40,319800,Female
2016,41,296250,Male
2016,41,312008,Female
2016,42,288153,Male
2016,42,304467,Female
2016,43,295105,Male
2016,43,315155,Female
2016,44,292515,Male
2016,44,311807,Female
2016,45,288882,Male
2016,45,309322,Female
2016,46,262769,Male
2016,46,286474,Female
2016,47,265315,Male
2016,47,291439,Female
2016,48,259160,Male
2016,48,289260,Female
2016,49,264886,Male
2016,49,298893,Female
2016,50,259215,Male
2016,50,297676,Female
2016,51,268174,Male
2016,51,312280,Female
2016,52,282787,Male
2016,52,334969,Female
2016,53,286276,Male
2016,53,343840,Female
2016,54,295213,Male
2016,54,356263,Female
2016,55,302282,Male
2016,55,369718,Female
2016,56,283130,Male
2016,56,354777,Female
2016,57,276830,Male
2016,57,352682,Female
2016,58,260318,Male
2016,58,338471,Female
2016,59,254431,Male
2016,59,337497,Female
2016,60,232462,Male
2016,60,315462,Female
2016,61,233782,Male
2016,61,324457,Female
2016,62,208379,Male
2016,62,296363,Female
2016,63,212821,Male
2016,63,309520,Female
2016,64,208929,Male
2016,64,306173,Female
2016,65,202140,Male
2016,65,302258,Female
2016,66,201406,Male
2016,66,312895,Female
2016,67,164310,Male
2016,67,259283,Female
2016,68,140031,Male
2016,68,229249,Female
2016,69,129849,Male
2016,69,222131,Female
2016,70,81538,Male
2016,70,146446,Female
2016,71,89398,Male
2016,71,168292,Female
2016,72,77468,Male
2016,72,149507,Female
2016,73,95195,Male
2016,73,189839,Female
2016,74,122876,Male
2016,74,245425,Female
2016,75,119964,Male
2016,75,245102,Female
2016,76,118369,Male
2016,76,258565,Female
2016,77,116399,Male
2016,77,261038,Female
2016,78,113614,Male
2016,78,254250,Female
2016,79,87444,Male
2016,79,195204,Female
2017,0,203793,Male
2017,0,190833,Female
2017,1,211045,Male
2017,1,197600,Female
2017,2,237929,Male
2017,2,224336,Female
2017,3,242802,Male
2017,3,228506,Female
2017,4,251201,Male
2017,4,236030,Female
2017,5,242467,Male
2017,5,227967,Female
2017,6,239738,Male
2017,6,225856,Female
2017,7,247603,Male
2017,7,232042,Female
2017,8,246238,Male
2017,8,231335,Female
2017,9,226623,Male
2017,9,214511,Female
2017,10,220944,Male
2017,10,210020,Female
2017,11,205363,Male
2017,11,193450,Female
2017,12,205461,Male
2017,12,194569,Female
2017,13,196045,Male
2017,13,185932,Female
2017,14,188298,Male
2017,14,176999,Female
2017,15,180859,Male
2017,15,170565,Female
2017,16,185990,Male
2017,16,175922,Female
2017,17,188144,Male
2017,17,178590,Female
2017,18,199959,Male
2017,18,191425,Female
2017,19,210527,Male
2017,19,199650,Female
2017,20,229118,Male
2017,20,216485,Female
2017,21,239503,Male
2017,21,225537,Female
2017,22,249094,Male
2017,22,234150,Female
2017,23,262233,Male
2017,23,248188,Female
2017,24,280918,Male
2017,24,266346,Female
2017,25,299374,Male
2017,25,284191,Female
2017,26,313398,Male
2017,26,298552,Female
2017,27,326497,Male
2017,27,312544,Female
2017,28,345782,Male
2017,28,332446,Female
2017,29,356606,Male
2017,29,343069,Female
2017,30,377087,Male
2017,30,365195,Female
2017,31,364603,Male
2017,31,355062,Female
2017,32,372641,Male
2017,32,363038,Female
2017,33,376464,Male
2017,33,368133,Female
2017,34,342549,Male
2017,34,334493,Female
2017,35,327960,Male
2017,35,327331,Female
2017,36,334798,Male
2017,36,334485,Female
2017,37,314568,Male
2017,37,316292,Female
2017,38,309988,Male
2017,38,315973,Female
2017,39,297602,Male
2017,39,307015,Female
2017,40,312866,Male
2017,40,323495,Female
2017,41,303838,Male
2017,41,319180,Female
2017,42,294323,Male
2017,42,311309,Female
2017,43,286146,Male
2017,43,303723,Female
2017,44,293019,Male
2017,44,314366,Female
2017,45,290310,Male
2017,45,310935,Female
2017,46,286619,Male
2017,46,308488,Female
2017,47,260553,Male
2017,47,285635,Female
2017,48,262840,Male
2017,48,290464,Female
2017,49,256572,Male
2017,49,288226,Female
2017,50,262022,Male
2017,50,297829,Female
2017,51,256251,Male
2017,51,296576,Female
2017,52,264837,Male
2017,52,311045,Female
2017,53,279060,Male
2017,53,333552,Female
2017,54,282185,Male
2017,54,342221,Female
2017,55,290839,Male
2017,55,354529,Female
2017,56,297343,Male
2017,56,367794,Female
2017,57,278088,Male
2017,57,352696,Female
2017,58,271496,Male
2017,58,350322,Female
2017,59,254987,Male
2017,59,335932,Female
2017,60,248445,Male
2017,60,334890,Female
2017,61,226389,Male
2017,61,312671,Female
2017,62,227425,Male
2017,62,321405,Female
2017,63,202048,Male
2017,63,293211,Female
2017,64,205987,Male
2017,64,305914,Female
2017,65,201870,Male
2017,65,302297,Female
2017,66,195133,Male
2017,66,297971,Female
2017,67,193619,Male
2017,67,307848,Female
2017,68,157589,Male
2017,68,254805,Female
2017,69,133813,Male
2017,69,224800,Female
2017,70,123737,Male
2017,70,217524,Female
2017,71,77479,Male
2017,71,143022,Female
2017,72,84158,Male
2017,72,163586,Female
2017,73,72744,Male
2017,73,144936,Female
2017,74,88760,Male
2017,74,183513,Female
2017,75,114938,Male
2017,75,236587,Female
2017,76,111518,Male
2017,76,235294,Female
2017,77,108821,Male
2017,77,246807,Female
2017,78,106602,Male
2017,78,247748,Female
2017,79,103244,Male
2017,79,239585,Female
2018,0,186249,Male
2018,0,175540,Female
2018,1,203612,Male
2018,1,190704,Female
2018,2,210970,Male
2018,2,197562,Female
2018,3,237860,Male
2018,3,224277,Female
2018,4,242735,Male
2018,4,228464,Female
2018,5,251130,Male
2018,5,235993,Female
2018,6,242412,Male
2018,6,227890,Female
2018,7,239702,Male
2018,7,225812,Female
2018,8,247559,Male
2018,8,231999,Female
2018,9,246176,Male
2018,9,231298,Female
2018,10,226564,Male
2018,10,214495,Female
2018,11,220909,Male
2018,11,209978,Female
2018,12,205307,Male
2018,12,193413,Female
2018,13,205406,Male
2018,13,194548,Female
2018,14,196012,Male
2018,14,185914,Female
2018,15,188228,Male
2018,15,176981,Female
2018,16,180824,Male
2018,16,170569,Female
2018,17,186186,Male
2018,17,176019,Female
2018,18,189258,Male
2018,18,179078,Female
2018,19,201471,Male
2018,19,192029,Female
2018,20,211406,Male
2018,20,200108,Female
2018,21,229126,Male
2018,21,216597,Female
2018,22,238811,Male
2018,22,225470,Female
2018,23,248375,Male
2018,23,233980,Female
2018,24,261652,Male
2018,24,247985,Female
2018,25,280177,Male
2018,25,266164,Female
2018,26,298720,Male
2018,26,284077,Female
2018,27,312702,Male
2018,27,298394,Female
2018,28,325929,Male
2018,28,312426,Female
2018,29,345074,Male
2018,29,332287,Female
2018,30,355862,Male
2018,30,342871,Female
2018,31,376261,Male
2018,31,364935,Female
2018,32,363707,Male
2018,32,354801,Female
2018,33,371652,Male
2018,33,362715,Female
2018,34,375315,Male
2018,34,367803,Female
2018,35,341427,Male
2018,35,334104,Female
2018,36,326819,Male
2018,36,326940,Female
2018,37,333438,Male
2018,37,333962,Female
2018,38,313194,Male
2018,38,315779,Female
2018,39,308440,Male
2018,39,315414,Female
2018,40,295959,Male
2018,40,306413,Female
2018,41,311141,Male
2018,41,322915,Female
2018,42,302079,Male
2018,42,318522,Female
2018,43,292295,Male
2018,43,310582,Female
2018,44,284147,Male
2018,44,302993,Female
2018,45,291008,Male
2018,45,313573,Female
2018,46,288046,Male
2018,46,310065,Female
2018,47,284217,Male
2018,47,307611,Female
2018,48,258279,Male
2018,48,284748,Female
2018,49,260336,Male
2018,49,289547,Female
2018,50,253738,Male
2018,50,287181,Female
2018,51,259091,Male
2018,51,296697,Female
2018,52,253238,Male
2018,52,295429,Female
2018,53,261415,Male
2018,53,309729,Female
2018,54,275157,Male
2018,54,332060,Female
2018,55,277815,Male
2018,55,340567,Female
2018,56,286253,Male
2018,56,352807,Female
2018,57,292336,Male
2018,57,365746,Female
2018,58,272802,Male
2018,58,350588,Female
2018,59,265998,Male
2018,59,347866,Female
2018,60,249164,Male
2018,60,333426,Female
2018,61,242464,Male
2018,61,332184,Female
2018,62,220318,Male
2018,62,309794,Female
2018,63,220974,Male
2018,63,318175,Female
2018,64,195975,Male
2018,64,290001,Female
2018,65,199191,Male
2018,65,302232,Female
2018,66,194822,Male
2018,66,298194,Female
2018,67,187846,Male
2018,67,293508,Female
2018,68,185654,Male
2018,68,302423,Female
2018,69,150706,Male
2018,69,249945,Female
2018,70,127622,Male
2018,70,220123,Female
2018,71,117577,Male
2018,71,212546,Female
2018,72,73484,Male
2018,72,139598,Female
2018,73,78939,Male
2018,73,158533,Female
2018,74,68046,Male
2018,74,140106,Female
2018,75,82581,Male
2018,75,176816,Female
2018,76,107218,Male
2018,76,227786,Female
2018,77,103162,Male
2018,77,225131,Female
2018,78,99682,Male
2018,78,234596,Female
2018,79,97145,Male
2018,79,234156,Female
